Field Name,FIX Tag,Short Description,Is Signed-Off,Default Value,Data Type,Last Update User,Start Date,Jira No,Long Description,OPS Critical Tag,System,PII Information Level Type,PII Element Name
OrderTranslatedFromEOInd,12152,"Indicates that this Order was generated as a result of translating an existing ExecutionReport (EO) message. E.g. it should not be persisted in Athena as an Order, just use to determine the linkage to AllocationBlock.",Y,,String,sandsama,1.29137E+12,,,,,,
OwlPingDarkInd,12153,"Indicator to send short duration order for the initial slice, when the order is marketable and is being routed to a dark venue.",Y,,String,sandsama,1.29258E+12,,,,,,
OwlEnableBreatheInd,12154,Indicator to enable the Breathe feature in Owl.,Y,,String,sandsama,1.29258E+12,,,,,,
OwlUseBreatheDestInd,12155,"Indicator to send the order to configured 'Breathe' destination instead of holding in a Pocket, when the order is in Breathe state.",Y,,String,sandsama,1.29258E+12,,,,,,
OwlBreatheHiThreshold,12156,Specifies the percentage at which the order should go in to Breathe state if our executed volume exceeds this percentage of interval volume.,Y,,String,sandsama,1.29258E+12,,,,,,
OwlBreatheLoThreshold,12157,Specifies the percentage at which the order should un-breathe if our executed volume falls below a certain percentage of interval volume.,Y,,String,sandsama,1.29258E+12,,,,,,
OwlBreatheInResponseToLitOnly,12158,Indicator to exclude the executed volume from non-Lit markets for Breathe calculations.,Y,,String,sandsama,1.29258E+12,,,,,,
OwlBreatheTimeout,12159,"For a given order, specifies to clear the Breathe state irrespective of volume participation if the current time is more than a certain time since it went in to the Breathe state. Ex: 10s, 2m.",Y,,String,sandsama,1.29258E+12,,,,,,
OwlBreatheMktMoveInThreshold,12160,"Price threshold at which to clear the 'Breathe' state, if the market has moved in by a certain percentage or basis points since the order entered in to the Breathe state. Ex: 10bps",Y,,String,sandsama,1.29258E+12,,,,,,
OwlActiveTakePctQty,12161,Percentage of available quantity to take from Lit market when the order is marketable. Range: 0-1,Y,,String,sandsama,1.29258E+12,,,,,,
OwlActiveTakeType,12162,"For a marketable order, specifies the type of action that that Owl will take.",Y,,String,sandsama,1.29258E+12,,,,,,
OwlActiveWaitTime,12163,"Indicates the wait time for the order to rest in dark pools before taking liquidity from lit market. Ex: 30s, 1m",Y,,String,sandsama,1.29258E+12,,,,,,
OwlActiveWaitTimeDeviation,12164,"Indicates the Random time deviation used for randomizing the wait time before going to lit market. Ex: 30s, 1",Y,,String,sandsama,1.29258E+12,,,,,,
ClPreOpenRejectOrdInd,12165,"Indicates the client's preference for their order to be rejected before market open. The default behavior of the system(e.g., Razer) is to queue orders and release when market opens rather than reject.",Y,,String,linzhu,1.4467E+12,2186,,,,,
BrokerDealerFlowInd,12166,Indicates that this order is Broker Dealer flow.,Y,,String,sandsama,1.29241E+12,,,,,,
ClCorrectionFillDiscardInd,12167,Indicates whether or not to send the corrected fills (other than Price or Qty corrections) back to the client.,Y,,String,sandsama,1.29284E+12,,,,,,
ClPriceScalingType,12168,"For BXS engine orders, contains the type of price scaling specified by the client.",Y,,String,sandsama,1.29284E+12,,,,,,
BXSClEnableStarterInd,12169,Indicates the client's opting for an aggressive execution strategy and disregarding the price for executing a small quantity (e.g. 100 shares). This is done by enabling the strategy to cross the spread for a small quantity at effective time.,Y,,String,maugeth,1.29888E+12,,,,,,
CounterPtyExchAccount,12170,"In the case of a cross, this specifies the other side's account which they hold with the Exchange. E.g. for Taiwan, all orders must be sent with Exchange account attached for both sides, even when internally crossed.",Y,,String,jeongel,1.293E+12,,,,,,
DomesticInvestorInd,12171,"For Korea and Taiwan markets, indicates whether this order is placed by a domestic investor. Blank value implies it's a foreign investor.",Y,,String,jeongel,1.293E+12,,,,,,
RevenueRiskPct,12172,"Specifies what percentage of Executions used for this Allocation where ""risk priced"" from a revenue reporting perspective, i.e. the client was quoted a price for which the Trader was obliged to fill them at. Based on logic involving RiskFillReasonCode and",Y,,Float,sandsama,1.29301E+12,,,,,,
BookRiskInSettlementCurrInd,12174,"Indicates that the price should be sent to the risk system, e.g. OMPK, using the settlement currency instead of the trading currency.",Y,,String,sandsama,1.29311E+12,,,,,,
BypassPxRangeChkInd,12175,Indicates that this order should bypass the default price range check in the market rule.,Y,,String,jeongel,1.29584E+12,,,,,,
ALPExecInd,12176,"Indicates that this trade was executed on an Alternative Liquidity Pool, e.g. MSPOOL. Required for trade reporting to SEHK.",Y,,String,jeongel,1.29422E+12,,,,,,
AggLimitCheckScopeInd,12177,Indicates whether this order is in or out of scope for a buy/sell  aggregate limit check.,Y,,String,milleway,1.44189E+12,,Indicates whether this order is in or out of scope for a buy&#x2F;sell aggregate limit check.,,,,
NegotiatedIssueType,12178,"Describes the category of product used during a pre-sales pricing workflow, e.g. for RFQ flow. The product will not exist in P2 at this time until its full terms have been agreed and entered.",Y,,String,maugeth,1.29431E+12,,,,,,
BXSAllocatedBenchmarks,12179,"Where an order is sliced, with each slice having a different benchmark, this tag specifies the benchmark used and respective quantity for each of the slices. Concatenated in the following form, e.g. RBETWAP:1000,VWAP:2000",Y,,String,sandsama,1.29439E+12,,,,,,
LiffeProfTrdRoleType,12180,"Specifies whether the Trader sending this Liffe Prof Trade is an Initiator or a Reactor.
",Y,,String,sandsama,1.29621E+12,,,,,,
RevenueRptBus,12181,"Business categorization of the order for revenue reporting purposes.
",Y,,String,sandsama,1.29587E+12,,,,,,
AggRevenueRptBus,12182,"Business categorization of the block for revenue reporting purposes - aggregrated from the order level. 
",Y,,String,sandsama,1.29588E+12,,,,,,
DistanceUnit,12183,Sets the user defined distance unit for Urgency Scaling (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
DistanceUnitFloor,12184,Sets the floor of the distance unit (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
DistanceUnitCap,12185,Sets the cap on the distance unit (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
InterpolationType,12186,Sets the interpolation method (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
DistanceType,12187,The type of distance (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
BetaType,12188,Type of Beta to be used (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
ScalingType,12189,The type of scaling (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
ScalingStrategy,12190,View of directional move (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
UrgencyPriceType,12191,Price used in urgency scaling (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
UrgencyInterface,12192,Type of Urgency Scaling (BXSOCUrgencyScaling),Y,,String,linzhu,1.44186E+12,,,,,,
UseDynamicTPOV,12196,Should the TPOV Benchmark be Dynamic (BXSOCUrgencyScaling),Y,,String,mirzaabd,1.32145E+12,,,,,,
BXSLeggingRisk,12197,Simple interface to drive the legging risk strategy (BXS),Y,,String,mirzaabd,1.32145E+12,,,,,,
ImpactLimitType,12198,The type of impact checking. 0 = Total (bps) impact of executed quantity plus mark to market of unexecuted quantity. 1= Realized (bps) impact of executed quantity.  2= Mark to market (bps) impact of unexecuted quantity using current prices. (BXSOCBasketLi,Y,,String,mirzaabd,1.32145E+12,,,,,,
ImpactLimitValue,12199,The maximum impact you are willing to allow. Units of this value are as per Impact Limit Type (presently all impact limit types are measured in bps (BXSOCBasketLimit),Y,,String,mirzaabd,1.32145E+12,,,,,,
CashBalanceMode,12200,Simple interface to drive the cash balance strategy(BXSOCCashBalance),Y,,String,mirzaabd,1.32145E+12,,,,,,
AnchorPOVBasedTarget,12201,POVBasedTarget locked due to change in this THIC subscription where this THIC subscription is the one communicated by 11688 ThicSubscriptionKey,Y,,String,schrier,1.40993E+12,,,,,,
NVCAFETrajectoryCrossRoutingType,12202,Used to control NightVision routing to CAFE for trajectory crossing.,Y,,String,sandsama,1.29483E+12,,,,,,
SliceADVCapRatio,12203,Specifies the ratio of each products ADV20(avg daily volume of last 20 days) which is used as a cap for calculating the slice for each products order quantity. e.g 0.05 of ADV20 of a product.,Y,,String,sandsama,1.29491E+12,,,,,,
SliceMinNumLots,12204,Specifies the minimum quantity of a slice in units of lots.,Y,,String,sandsama,1.29491E+12,,,,,,
ClBuyToCoverPreserveInd,12209,Indicates that this client has agreed with Swaps Desk that shares bought with their buy to cover orders can be preserved and used for subsequent short sell orders.,Y,,String,jeongel,1.29555E+12,,,,,,
ExecBuyToCoverPreservedInd,12210,"Indicates that this Execution is for a ""buy-to-cover"" order and shares with this execution have been preserved for a subsequent short sell order.",Y,,String,jeongel,1.29555E+12,,,,,,
BDOpenClose,12211,"For Broker Dealer flow, indicates whether the resulting position after a trade should be an opening position or closing position.",Y,,String,sandsama,1.29552E+12,,,,,,
TransitionCurrency,12212,"Specifies the transition currency to use when an FX has to trade through an intermediate currency in the middle. E.g. for a GBP-EUR FX, might want to use two FXs using USD transitional currency: GBP-USD and USD-EUR.",Y,,String,sandsama,1.29552E+12,,,,,,
BSEAvgPx,12213,Calculated average price of all Fills from BSE on this Order,Y,,String,maugeth,1.30166E+12,,,,,,
NSEAvgPx,12214,Calculated average price of all Fills from NSE on this Order,Y,,String,maugeth,1.30166E+12,,,,,,
BSECumQty,12215,Total number of shares filled from BSE on this Order.,Y,,String,maugeth,1.30166E+12,,,,,,
NSECumQty,12216,Total number of shares filled from NSE on this Order.,Y,,String,maugeth,1.30166E+12,,,,,,
TransitionCurrFXRate,12217,Specifies the FX rate to use for the TransitionCurrency (12212).,Y,,Float,sandsama,1.29586E+12,,,,,,
ClBypassOddLotHoldInd,12218,Indicates the client's preference to bypass holding their odd lot orders in CFM for account managers to release.,Y,,String,sandsama,1.29586E+12,,,,,,
DirectToSORTInd,12219,"Indicates that this Order was routed directly to the SORT Engine, and was not sent through any intermediate Engines, e.g. BXS.",Y,,String,maugeth,1.29586E+12,,,,,,
ClientFixPortNumber,12220,The FIX listening host and port of a process used for the client's FIX address.,Y,,String,sandsama,1.29612E+12,,,,,,
ParentOwnerId,12221,"The OwnerID(10018) of this Entity's parent, i.e. the hop before.",Y,,String,sandsama,1.29647E+12,,,,,,
NotionalMarketID,12222,Provides the Market ID of the Notional Order associated with this Leg Order (for multileg flow).,Y,,String,sandsama,1.29664E+12,,,,,,
HidePortfolioFromGUI,12223,"Specifies a concatenated list of users (separated with "":"") whose preference is for their GUI not to display the given Portfolio (i.e. hide it).",Y,,String,sandsama,1.29664E+12,,,,,,
OrdIndicativeFillReqdInd,12224,"Indicates that this Order should be acknowledged and indicatively filled, before being corrected when the real acknowledgement/fill is received.",Y,,String,jeongel,1.29671E+12,,,,,,
ClientInstrFileName,12225,Specifies a file name from a client that contains trade and allocation instructions for this order.,Y,,String,jeongel,1.33515E+12,,,,,,
PoseidonTradeUUId,12226,Unique identifier for a swaps trade entered in Poseidon - required for Vista to communicate back to Poseidon.,Y,,String,jeongel,1.33482E+12,,,,,,
SORTClPrefPassiveDests,12228,"When SORT is not able to fully fill an Order in its first choice of market, this specifies the client's choice of alternate ""passive"" markets to use instead. Comma-delimited list of destination names.",Y,,String,maugeth,1.302E+12,,,,,,
SalesAmendReason,12229,Specifies the reason for Sales amending an Order in the Sales system.,Y,,String,maugeth,1.29725E+12,,,,,,
ClipSizeType,12239,Specifies the format in which ClipSize(10753) is represented.,Y,,String,maugeth,1.29768E+12,,,,,,
AggUnitPositionStopQty,12240,Specifies the integer quantity of the agg unit position when the customer order is stopped in order to provide an indicative price back to the customer. Represents an agreement that the client will get that price or better.,Y,,Float,maugeth,1.29743E+12,,,,,,
CashStrikeType,12241,"The type of price (e.g. VWAP, OPEN, CLOSE, etc.) to be used when locking-down (""striking"") the price of a Program's Portfolio of Orders. Set along with StrikeTime (443).",Y,,String,maugeth,1.29725E+12,,,,,,
BXSFinishOrderInd,12242,"Instruction to BXS Engine to ""finish"" the order if it's not fully filled according to the desired benchmark, i.e. cross the spread with residual quantity.",Y,,String,maugeth,1.29743E+12,,,,,,
ClipSizeReferenceSide,12243,"When using a dynamic ClipSize(10753), specifies which side to use.",Y,,String,maugeth,1.29768E+12,,,,,,
NonStdSettlDateAmdInd,12244,Indicates that the settlement cycle has been amended post-execution.,Y,,String,maugeth,1.29768E+12,,,,,,
PositionKeeperUpdateProcess,12245,"Hostname rocname of the OM process updating the Position Keeper, e.g. OMPK.",Y,,String,maugeth,1.29794E+12,,,,,,
RootOrderInd,12246,"Indicates that this Order is the root, i.e. the first in a chain where RootOrderUUId=OrderUUId.",Y,,String,maugeth,1.29794E+12,,,,,,
OTCWrapperType,12247,Specifies the type of legal wrapper that describes the financial product used to wrap the exotic structure.,Y,,String,girishj,1.45217E+12,,,,,,
OTCStructurerId,12248,Identifies via his/her kerberosID the person responsible for structuring the associated OTC Deal.,Y,,String,maugeth,1.29829E+12,,,,,,
SORTAggressiveSlicePricing,12249,"Used by SORT to determine the pricing limits for the aggressive slice. Contains three components (colon delimited) - Base:Offset:Type, e.g. far:20:bps",Y,,String,jeongel,1.31829E+12,,,,,,
SingleLimitChkProcess,12250,Identifies the process owner (host:port) that applied the limit check.,Y,,String,yangqia,1.35425E+12,,,,,,
ContraActOrderID,12251,The Branch Sequence Number (10230=ActOrderID) for the counterparty of this Trade. Set when ActClearingType(10228) = [0GZ].,Y,,String,maugeth,1.29854E+12,,,,,,
ClOneSideTradingType,12252,the client's instruction that if any order for the same symbol which has the opposite side to an order previously sent by them should be rejected.,Y,,String,yangqia,1.34328E+12,,,,,,
HedgeLkCommentField,12253,"Holds the CommentField (9709) on the hedge side of a synthetic swaps order, i.e. this will be a comment from the client available on the Firm hedge.",Y,,String,maugeth,1.29889E+12,,,,,,
TraderReportToCS2InstrType,12254,"Trader instruction to report this order as part of a group (level specified in the valid values) instead of individually, i.e. via CS2 as opposed to TRG.",Y,,String,maugeth,1.29949E+12,,,,,,
ClMarketDepthInst,12255,the market depth specified by the client for the engine to queue orders.,Y,,String,jeongel,1.30077E+12,,,,,,
PairsName,12256,"Human entered and readable name to identify the two orders used in pairs trading. For a unique identifier, use PairsUUId(12257).",Y,,String,maugeth,1.29975E+12,,,,,,
PairsUUId,12257,Unique identifier used in pairs trading to identify the two orders involved in the pairs strategy.,Y,,String,maugeth,1.29975E+12,,,,,,
BSEDayAvgPx,12258,Calculated average price of all fills on this order.,Y,,Float,sandsama,1.30142E+12,,,,,,
BSEDayFilled,12259,"Indicates the number of fills from the BSE exchange.
",Y,,Integer,sandsama,1.30142E+12,,,,,,
TCFigurationID,12262,"Unique identfier returned by the TC Swift process for each response of figuration data.
",Y,,String,sandsama,1.30142E+12,,,,,,
NSEDayAvgPx,12266,"Calculated average price of all fills on this order.
",Y,,Float,sandsama,1.30142E+12,,,,,,
NSEDayFilled,12267,"Indicates the number of fills from the NSE exchange.
",Y,,Integer,sandsama,1.30142E+12,,,,,,
ReportedCommValue,12269,"Total commission amount from TC. If a value is entered in MFILL window, then the MFILL value will supersede the TC value.",Y,,Float,sandsama,1.30142E+12,,,,,,
SettleTotalCommAmount,12271,It is the ReportedCommValue(12269) in settlement currency.,Y,,Float,sandsama,1.30165E+12,,,,,,
SettleTotalFeesAmt,12272,"Indicates TotalFeesPostRnd(11682)in settlement currency.
",Y,,Float,sandsama,1.30142E+12,,,,,,
SettleTotalTaxAmt,12273,"Indicates TotalTaxesPostRnd(11684)in settlement currency.
",Y,,Float,sandsama,1.30142E+12,,,,,,
ShortSellStatus,12274,"Used by Korean,Taiwanese and Hongkong exchanges to indicate whether we need Short Sell locates for this client or not. 
",Y,,String,sandsama,1.30142E+12,,,,,,
AROID,12275,"Unique identifier in trades processing for the message.
",Y,,String,sandsama,1.30142E+12,,,,,,
ARVID,12276,"Major version of the entity to be cross refed.
",Y,,Double,sandsama,1.30142E+12,,,,,,
ClAllowTrajectoryCrossInd,12277,"Client instruction that they allow for the the participation of their order in trajectory crossing. Assume default value of ""Y"".",Y,,String,maugeth,1.30096E+12,,,,,,
MBAObtrdRoutingType,12278,Instruction for where MBA should route OBTRD (Order Book Trading) orders to.,Y,,String,maugeth,1.30011E+12,,,,,,
OriginLkSalesEO,12282,"Linkage to the EntityOID (10001) of the nearest SEO (i.e. EO with ExecOrdSubType(10416)=""Sales"") in a Flow-based trading chain.",Y,,String,maugeth,1.30155E+12,,,,,,
ETFDefaultValDate,12283,Default settlement date to use for an ETF's underlying securities.,Y,,Date,maugeth,1.30037E+12,,,,,,
BXSGlobalPortfolioInd,12284,Instruction that this order should be routed to the global BXS-OC instance.,Y,,String,maugeth,1.30165E+12,,,,,,
LifecycleType,12285,"Describes the origin life cycle event that resulted in the creation of this trade or RFQ. e.g. This RFQ was entered in order to 'unwind' an existing position, or to 'Roll' a position that is about to expire.",Y,,String,marcelan,1.50159E+12,,,,,,
OriginalContracts,12286,"The original number of contracts in a previous trade, that this RFQ is unwinding.",Y,,String,mirzaabd,1.34503E+12,,,,,,
OriginalNotionalUsd,12287,"The original notional of a previous trade, that this RFQ is unwinding.",Y,,String,mirzaabd,1.34503E+12,,,,,,
TXDealState,12288,XML Blob that has the OTCDB Booking state. Used to provide context when rebooking/life cycle events in RFQ.,Y,,String,mirzaabd,1.34503E+12,,,,,,
EnforceMinQtyInd,12289,Reject the order if it is for a small quantity. This indicator is set on the basis of the client. Small quantity is defined by the downstream process.,Y,,String,kanaram,1.30072E+12,,,,,,
TradingPortfolioSource,12291,Specifies the mechanism that was used to specify the set of orders used in trading (specified as a portfolio group).,Y,,String,maugeth,1.30096E+12,,,,,,
SealsReactionType,12292,"Seals Reaction type, for example POV.",Y,,String,mirzaabd,1.42651E+12,,,,,,
SealsSignalDriverOne,12293,Seals engine signal driver one as determined by seals team.,Y,,String,mirzaabd,1.42651E+12,,,,,,
SealsSignalDriverTwo,12294,Seals engine signal driver two as determined by seals team.,Y,,String,mirzaabd,1.42651E+12,,,,,,
SealsSignalDriverThree,12295,Seals engine signal driver three as determined by seals team.,Y,,String,mirzaabd,1.42651E+12,,,,,,
SealsSignalDriverFour,12296,Seals engine signal driver four as determined by seals team.,Y,,String,mirzaabd,1.42651E+12,,,,,,
SealsSignalDriverFive,12297,Seals engine signal driver five as determined by seals team.,Y,,String,mirzaabd,1.42651E+12,,,,,,
SealsSignalDriverSix,12298,Seals engine signal driver six as determined by the seals team.,Y,,String,mirzaabd,1.42651E+12,,,,,,
SwapHedgeType,12301,"Where SwapHedgeInd(11763)=Y, this tag further defines the scenario resulting in the hedge being created, i.e. what type of swaps hedge this order is for.",Y,,String,maugeth,1.30163E+12,,,,,,
FXCurrencyFlipInd,12302,"Indicates that the incoming FX order has had its currency-pair 'flipped' to represent the order in the opposite direction (i.e. trading currency becomes settlement currency, side and quantity change).",Y,,String,maugeth,1.30164E+12,,,,,,
RiskFillResidualClQtyInd,12303,Indicates that any outstanding residual quantity for the client order should be risk filled.,Y,,String,maugeth,1.30165E+12,,,,,,
SORTUseMktOnCloseInd,12304,"Instruction to SORT to invoke Funari-like behaviour (40=I), i.e. execute the order's residual quantity at market price during close.",Y,,String,maugeth,1.30191E+12,,,,,,
ClLastMktType,12305,Specifies the format that should be used in LastMkt (30) tag returned to the client,Y,,String,maugeth,1.302E+12,,,,,,
FXCurrFlipLkOID,12306,"Links this FX Order to its parent Order where the currency pair has been ""flipped"" (i.e. side, quantity and rate change to represent the equivalent FX Order in the opposite direction).",Y,,String,maugeth,1.30218E+12,,,,,,
CompoQuanto,12307,Specifies the type of compo (composite) or quanto (quantity adjusting) option used for this instrument.,Y,,String,maugeth,1.30873E+12,,,,,,
StrikingTimeType,12308,Specifies when the striking time applies to this instrument.,Y,,String,maugeth,1.30873E+12,,,,,,
VontobelUnitCalc,12309,Convention for unit calculation used for specifying the instrument in Vontobel Deritrade transactions.,Y,,String,maugeth,1.30873E+12,,,,,,
AsianCalcType,12310,Specifies the type of calculation to use for an Asian option.,Y,,String,maugeth,1.30873E+12,,,,,,
NoAsianDates,12311,Number of entries in an AsianDates repeating group.,Y,,String,maugeth,1.30873E+12,,,,,,
AsianDate,12312,Date on which Underlying price/s (close) is monitored for an Asian option.,Y,,String,maugeth,1.30873E+12,,,,,,
UnderlyingStrikeValueType,12313,Method used to calculate the underlying strike price for an Option.,Y,,String,maugeth,1.30872E+12,,,,,,
BarrierValueType,12314,Method used to calculate the Barrier level (9131 = BarrierLevel) for a Barrier option.,Y,,String,maugeth,1.30872E+12,,,,,,
BarrierMonitoringStyle,12315,Method used for monitoring a Barrier option.,Y,,String,maugeth,1.30872E+12,,,,,,
BarrierRebateValueType,12318,Method used to calculate the rebate (9135 = BarrierRebate) for a Barrier option.,Y,,String,maugeth,1.30872E+12,,,,,,
BarrierValueType2,12319,Method used to calculate the second Barrier level (9137 = BarrierLevel2) for a Barrier option.,Y,,String,maugeth,1.30872E+12,,,,,,
BarrierStyle2,12320,Style of the second barrier for double Barrier options.,Y,,String,maugeth,1.30872E+12,,,,,,
BarrierDirection2,12321,Designates the direction in which the second barrier needs to be crossed to activate the option for double Barrier options.,Y,,String,maugeth,1.30872E+12,,,,,,
BarrierRebateValueType2,12322,Method used to calculate the second rebate (9137 = BarrierLevel2) for a double Barrier option.,Y,,String,maugeth,1.30872E+12,,,,,,
UnderlyingDecimals,12323,"Number of decimals to which strikes, barriers and underlying price should be rounded for options.",Y,,String,maugeth,1.30872E+12,,,,,,
UdlQtyCalc,12324,Convention for calculation underlying quantity out of face value for options.,Y,,String,maugeth,1.30872E+12,,,,,,
CombiPriceType,12325,Method used to calculate the CombiPrice(12326) for a combination of option instruments priced and traded together.,Y,,String,maugeth,1.30873E+12,,,,,,
CombiPrice,12326,Price for a combination of option instruments priced and traded together.,Y,,String,maugeth,1.30873E+12,,,,,,
Seekparameter,12327,Defines which parameter is the unknown for options.,Y,,String,imrany,1.49034E+12,,,,,,
QuotedValueQteType,12328,Indicates whether a quoted price is an indication or tradable.,Y,,String,maugeth,1.30873E+12,,,,,,
UdlMinTradeVol,12329,The minimum trading volume for the underlying security.,Y,,String,maugeth,1.30873E+12,,,,,,
UdlMaxTradeVol,12330,The maximum trading volume for the underlying security.,Y,,String,maugeth,1.30873E+12,,,,,,
UdlMaxStrikingDate,12331,"Max Offset added to current trading day until the last possible striking can take place. Omitted, if only strking 'at market'/now is possible.",Y,,String,maugeth,1.30873E+12,,,,,,
UdlMinMaturity,12332,Min Offset added to current trading day until the first possible maturity.,Y,,String,maugeth,1.30873E+12,,,,,,
UdlMaxMaturity,12333,Max Offset added to current trading day until the last possible maturity.,Y,,String,maugeth,1.30873E+12,,,,,,
ORScaleFactor,12334,Specifies the price scaling factor that the OR would use to communicate with flowOM. This factor is different per product. Used only when ScalePrice (10577) is not set by upstream.,Y,,String,maugeth,1.30227E+12,,,,,,
OwlPingDarkDuration,12335,Client specified duration to ping the dark venue when OwlPingDarkInd(12153) = Y.,Y,,String,maugeth,1.30252E+12,,,,,,
AggExchangeAccount,12336,"Where a number of client orders with individual ExchangeAccounts(7302) are aggregated, this allows for the setting of an ExchangeAccount separately on the outgoing aggregate order.",Y,,String,maugeth,1.30252E+12,,,,,,
PAIRSPerfLimitReferencePrice,12337,The reference price to use for Pairs trading using Performance Spread policies.,Y,,Float,glassgab,1.43169E+12,,,,,,
BookingOrderUUId,12338,OrderUUId to use for a synthesised 'Booking' EO.,Y,,String,maugeth,1.30277E+12,,,,,,
CloseAuctionRptType,12339,"Indicates the type of reports for orders sent to the Closing Auction on Options Expiry Day in Korea. 
",Y,,String,jeongel,1.3031E+12,,,,,,
BOCRejectPrice,12340,Captures the rejected price by BOC to determine a new price for retry,Y,,String,yangqia,1.3076E+12,,,,,,
SORTSkipPrimaryInd,12341,"Indication to the SORT Engine that the primary market should not be included for the liquidity seek for this order, e.g. so as not to breach LSE's minimum order size threshold.",Y,,String,maugeth,1.30312E+12,,,,,,
MakeTicketInd,12342,"Indicator from the GUI that this entity is newly created as a result of a ""make ticket"" request, e.g. a new UPR is created to which an EO is reparented from a previous 'dummy client' UPR.",Y,,String,maugeth,1.30338E+12,,,,,,
PendingCrossCurve,12343,OC to CAFE Communication protocol. This is the trajectory of the pending crossing round.,Y,,String,mirzaabd,1.32515E+12,,,,,,
ClDisableMBXCrossingInd,12344,Client instruction to disable their order being crossed specifically in MBX (a legacy crossing engine).,Y,,String,maugeth,1.30398E+12,,,,,,
GUIGenericAccount,12345,"Placeholder tag for a GUI to stamp an account irrespective of the scenario (e.g. agency, prop, risk, deriv etc.). The OM is then responsible for copying this value into the appropriate account field used in communication with other processes/downstream.",Y,,String,maugeth,1.30398E+12,,,,,,
SSPriceCheckInd,12346,Indicates whether or not to bypass Short Sell price check (i.e fill price must be above short sell order price). Short Sell price check rule is not required for crossing scenarios.,Y,,String,kanaram,1.30453E+12,,,,,,
ClMSCustodianInd,12347,Indicates whether MS is the custodian of the shares for the client on a per order basis.,Y,,String,kanaram,1.30408E+12,,,,,,
CommMgmtVId,12348,Version number in trades processing for the commission management adjustment message.,Y,,String,kanaram,1.30409E+12,,,,,,
TotalCrossCurve,12349,CAFE to OE Communication protocol. This is the trajectory detailing all crosses CAFE has done plus any pending rounds.,Y,,String,mirzaabd,1.32515E+12,,,,,,
UserRequestType,12350,This tag will be stamped on 35=UR message to indicate the purpose the the message.,Y,,String,maugeth,1.31002E+12,,,,,,
UpdateORState,12351,"Indicates whether during the Multiday order reconciliation, OR should overwrite it's existing state with the one specified in the recovery-reconciliation message(35=UR;12185=M).",Y,,String,maugeth,1.30511E+12,,,,,,
ClCommMgmtOrdQty,12352,Portion of the client order that should be managed as part of their CSA (Commission Sharing Agreement) - aka soft dollar - expressed as a number of shares.,Y,,Float,kanaram,1.3047E+12,,,,,,
LastMarketTradeAttr,12353,Identifies additional trade attributes associated with particular markets at the fill level. Uses same valid values as MarketTradeAttr(10378). This field will primarily be used to calculate certain exchange fees.,Y,,String,imrany,1.49819E+12,,,,,,
PriceScaleType,12354,Specifies the particular scale used for a price.,Y,,String,maugeth,1.30494E+12,,,,,,
OrigLastMkt,12355,The original value of LastMkt(30) before it was changed.,Y,,String,maugeth,1.30494E+12,,,,,,
FXAggregationType,12356,Specifies how FX trades should (or should not) be aggregated before being routed downstream for booking.,Y,,String,maugeth,1.30494E+12,,,,,,
ForceRouteToVista,12357,Override the normal booking model and route this message to Vista. Used by Booker.,Y,,String,maugeth,1.30511E+12,,,,,,
BXSQRExperimentWaveId,12358,"Human-readable identifier used to group orders in either the control set or the experimental set, belonging to a single quantitative research experiment (both sets have same SliceID(11289)).",Y,,String,maugeth,1.3052E+12,,,,,,
TCIsCascadableInd,12359,"Indicates whether a trade can be cascaded in TC, allowing the cascades to pass the TC Age Limit rule set if trade date > 90 days.",Y,,String,maugeth,1.3052E+12,,,,,,
OTCProductVId,12360,Version of an OTC product (where IDSource(22)=162). The product template can be updated at various stages with new product parameters. The versionID (as determined by the TX ProductService / OTCDB) controls this versioning.,Y,,Double,maugeth,1.30555E+12,,,,,,
ExchangeCumQty,12361,Total number of shares filled from exchange on this order excluding shares filled from internal destinations such as MSPOOL.,Y,,String,jeongel,1.30577E+12,,,,,,
EvaluationUUId,12362,Common identifier across a group of orders relating to the same decision made by a trading Engine.,Y,,String,maugeth,1.30572E+12,,,,,,
ContraPnLAccount,12363,P&L Account number for execution commission paid out to an executing broker. It has different usage on different levels: Block: Indicative. Allocation: actual commission & Block override.,Y,,String,maugeth,1.30578E+12,,,,,,
AggTNL,12364,"Where a number of client orders with individual TradingNameLocID(10197) are aggregated, this allows for the setting of a TradingNameLocID separately on the outgoing aggregate order.",Y,,String,maugeth,1.3058E+12,,,,,,
AggClientID,12365,"Where a number of client orders with individual ClientID(109) are aggregated, this allows for the setting of a ClientID separately on the outgoing aggregate order.",Y,,String,maugeth,1.3058E+12,,,,,,
